date,family,predicted_sales
2017-08-18,DELI,18542.0859375
2017-08-18,EGGS,9263.9091796875
2017-08-18,FROZEN FOODS,7880.9228515625
2017-08-18,GROCERY I,221656.09375
2017-08-18,GROCERY II,1420.7322998046875
2017-08-18,HARDWARE,36.950374603271484
2017-08-18,HOME AND KITCHEN I,1780.5189208984375
2017-08-18,HOME AND KITCHEN II,1477.5401611328125
2017-08-18,HOME APPLIANCES,16.7059383392334
2017-08-18,HOME CARE,13716.9521484375
2017-08-18,LADIESWEAR,522.2533569335938
2017-08-18,LAWN AND GARDEN,30488.96875
2017-08-18,LINGERIE,521.6322021484375
2017-08-18,"LIQUOR,WINE,BEER",8110.0478515625
2017-08-18,MAGAZINES,370.57391357421875
2017-08-18,MEATS,28386.447265625
2017-08-18,PERSONAL CARE,15184.8935546875
2017-08-18,PET SUPPLIES,389.7352600097656
2017-08-18,PLAYERS AND ELECTRONICS,568.2931518554688
2017-08-18,POULTRY,27308.53515625
2017-08-18,PREPARED FOODS,4777.81396484375
2017-08-18,PRODUCE,111396.6015625
2017-08-18,SCHOOL AND OFFICE SUPPLIES,18599.837890625
2017-08-18,SEAFOOD,1204.5045166015625
2017-08-19,AUTOMOTIVE,417.14056396484375
2017-08-19,BABY CARE,57.68025588989258
2017-08-19,BEAUTY,536.2952880859375
2017-08-19,BEVERAGES,218018.78125
2017-08-19,BOOKS,55.22611618041992
2017-08-19,BREAD/BAKERY,31416.482421875
2017-08-19,CELEBRATION,790.8748168945312
2017-08-19,CLEANING,71492.0390625
2017-08-19,DAIRY,49025.02734375
2017-08-19,DELI,19344.751953125
2017-08-19,EGGS,10360.392578125
2017-08-19,FROZEN FOODS,9848.2939453125
2017-08-19,GROCERY I,275135.65625
2017-08-19,GROCERY II,1672.2904052734375
2017-08-19,HARDWARE,87.71353912353516
2017-08-19,HOME AND KITCHEN I,1864.9232177734375
2017-08-19,HOME AND KITCHEN II,1774.88037109375
2017-08-19,HOME APPLIANCES,58.72234344482422
2017-08-19,HOME CARE,17240.6875
2017-08-19,LADIESWEAR,621.2197265625
2017-08-19,LAWN AND GARDEN,27905.09375
2017-08-19,LINGERIE,587.565673828125
2017-08-19,"LIQUOR,WINE,BEER",9856.912109375
2017-08-19,MAGAZINES,447.9223327636719
2017-08-19,MEATS,20177.8828125
2017-08-19,PERSONAL CARE,18310.970703125
2017-08-19,PET SUPPLIES,451.93438720703125
2017-08-19,PLAYERS AND ELECTRONICS,680.6953735351562
2017-08-19,POULTRY,21518.1875
2017-08-19,PREPARED FOODS,5085.34619140625
2017-08-19,PRODUCE,128534.8828125
2017-08-19,SCHOOL AND OFFICE SUPPLIES,23225.4296875
2017-08-19,SEAFOOD,1181.1270751953125
2017-08-20,AUTOMOTIVE,446.87677001953125
2017-08-20,BABY CARE,46.85099792480469
2017-08-20,BEAUTY,571.4011840820312
2017-08-20,BEVERAGES,241760.578125
2017-08-20,BOOKS,44.627479553222656
2017-08-20,BREAD/BAKERY,38438.765625
2017-08-20,CELEBRATION,641.7339477539062
2017-08-20,CLEANING,75309.625
2017-08-20,DAIRY,55482.40234375
2017-08-20,DELI,20483.07421875
2017-08-20,EGGS,12772.732421875
2017-08-20,FROZEN FOODS,7213.83349609375
2017-08-20,GROCERY I,301722.0625
2017-08-20,GROCERY II,1768.1981201171875
2017-08-20,HARDWARE,84.40624237060547
2017-08-20,HOME AND KITCHEN I,1820.2608642578125
2017-08-20,HOME AND KITCHEN II,1696.3197021484375
2017-08-20,HOME APPLIANCES,45.38663101196289
2017-08-20,HOME CARE,20346.5546875
2017-08-20,LADIESWEAR,782.8641967773438
2017-08-20,LAWN AND GARDEN,34001.3203125
2017-08-20,LINGERIE,588.3645629882812
2017-08-20,"LIQUOR,WINE,BEER",5399.55810546875
2017-08-20,MAGAZINES,451.95001220703125
2017-08-20,MEATS,20854.822265625
2017-08-20,PERSONAL CARE,20994.572265625
2017-08-20,PET SUPPLIES,456.70819091796875
2017-08-20,PLAYERS AND ELECTRONICS,643.3408813476562
2017-08-20,POULTRY,22596.9296875
2017-08-20,PREPARED FOODS,5468.1875
2017-08-20,PRODUCE,139775.421875
2017-08-20,SCHOOL AND OFFICE SUPPLIES,24788.599609375
2017-08-20,SEAFOOD,1175.06640625
2017-08-21,AUTOMOTIVE,315.4324035644531
2017-08-21,BABY CARE,0.0
2017-08-21,BEAUTY,484.78369140625
2017-08-21,BEVERAGES,183359.375
2017-08-21,BOOKS,0.0
2017-08-21,BREAD/BAKERY,28876.8828125
2017-08-21,CELEBRATION,463.6169128417969
2017-08-21,CLEANING,60744.28515625
2017-08-21,DAIRY,44517.46484375
2017-08-21,DELI,15749.859375
2017-08-21,EGGS,13657.1806640625
2017-08-21,FROZEN FOODS,5296.00537109375
2017-08-21,GROCERY I,239742.875
2017-08-21,GROCERY II,1487.60595703125
2017-08-21,HARDWARE,33.156471252441406
2017-08-21,HOME AND KITCHEN I,1379.683837890625
2017-08-21,HOME AND KITCHEN II,1485.69384765625
2017-08-21,HOME APPLIANCES,0.0
2017-08-21,HOME CARE,14766.77734375
2017-08-21,LADIESWEAR,455.1350402832031
2017-08-21,LAWN AND GARDEN,40564.84375
2017-08-21,LINGERIE,454.0381164550781
2017-08-21,"LIQUOR,WINE,BEER",3573.92626953125
2017-08-21,MAGAZINES,365.44305419921875
2017-08-21,MEATS,16805.228515625
2017-08-21,PERSONAL CARE,16345.919921875
2017-08-21,PET SUPPLIES,365.86309814453125
2017-08-21,PLAYERS AND ELECTRONICS,424.072265625
2017-08-21,POULTRY,17737.876953125
2017-08-21,PREPARED FOODS,4547.16552734375
2017-08-21,PRODUCE,110714.0078125
2017-08-21,SCHOOL AND OFFICE SUPPLIES,21890.6796875
2017-08-21,SEAFOOD,921.2418212890625
2017-08-22,AUTOMOTIVE,310.848876953125
2017-08-22,BABY CARE,0.0
2017-08-22,BEAUTY,472.0817565917969
2017-08-22,BEVERAGES,164018.703125
2017-08-22,BOOKS,0.0
2017-08-22,BREAD/BAKERY,26560.103515625
2017-08-22,CELEBRATION,476.3798522949219
2017-08-22,CLEANING,58217.7734375
2017-08-22,DAIRY,38842.64453125
2017-08-22,DELI,14639.275390625
2017-08-22,EGGS,9283.0048828125
2017-08-22,FROZEN FOODS,5015.87451171875
2017-08-22,GROCERY I,216728.21875
2017-08-22,GROCERY II,1321.2830810546875
2017-08-22,HARDWARE,10.67560863494873
2017-08-22,HOME AND KITCHEN I,1415.9615478515625
2017-08-22,HOME AND KITCHEN II,1421.9296875
2017-08-22,HOME APPLIANCES,0.0
2017-08-22,HOME CARE,13900.5966796875
2017-08-22,LADIESWEAR,427.39410400390625
2017-08-22,LAWN AND GARDEN,43341.78125
2017-08-22,LINGERIE,474.94708251953125
2017-08-22,"LIQUOR,WINE,BEER",3773.493408203125
2017-08-22,MAGAZINES,349.09271240234375
2017-08-22,MEATS,16109.5908203125
2017-08-22,PERSONAL CARE,15043.7158203125
2017-08-22,PET SUPPLIES,308.2901916503906
2017-08-22,PLAYERS AND ELECTRONICS,385.9013977050781
2017-08-22,POULTRY,16546.380859375
2017-08-22,PREPARED FOODS,4102.15869140625
2017-08-22,PRODUCE,119430.6796875
2017-08-22,SCHOOL AND OFFICE SUPPLIES,22510.017578125
2017-08-22,SEAFOOD,862.0700073242188
2017-08-23,AUTOMOTIVE,321.32574462890625
2017-08-23,BABY CARE,11.453388214111328
2017-08-23,BEAUTY,457.80194091796875
2017-08-23,BEVERAGES,157116.0625
2017-08-23,BOOKS,10.483100891113281
2017-08-23,BREAD/BAKERY,26061.541015625
2017-08-23,CELEBRATION,484.7804870605469
2017-08-23,CLEANING,58436.98046875
2017-08-23,DAIRY,44025.65625
2017-08-23,DELI,14111.0
2017-08-23,EGGS,8266.7119140625
2017-08-23,FROZEN FOODS,5477.513671875
2017-08-23,GROCERY I,209674.5625
2017-08-23,GROCERY II,1315.4306640625
2017-08-23,HARDWARE,18.382400512695312
2017-08-23,HOME AND KITCHEN I,1559.1302490234375
2017-08-23,HOME AND KITCHEN II,1537.3927001953125
2017-08-23,HOME APPLIANCES,11.242246627807617
2017-08-23,HOME CARE,13396.765625
2017-08-23,LADIESWEAR,428.7822265625
2017-08-23,LAWN AND GARDEN,42228.609375
2017-08-23,LINGERIE,485.6763916015625
2017-08-23,"LIQUOR,WINE,BEER",4124.6923828125
2017-08-23,MAGAZINES,332.4438171386719
2017-08-23,MEATS,16489.197265625
2017-08-23,PERSONAL CARE,14597.7734375
2017-08-23,PET SUPPLIES,326.7338562011719
2017-08-23,PLAYERS AND ELECTRONICS,368.362060546875
2017-08-23,POULTRY,16399.638671875
2017-08-23,PREPARED FOODS,4321.01953125
2017-08-23,PRODUCE,142890.09375
2017-08-23,SCHOOL AND OFFICE SUPPLIES,27953.2421875
2017-08-23,SEAFOOD,881.0982055664062
2017-08-24,AUTOMOTIVE,307.85455322265625
2017-08-24,BABY CARE,3.9696755409240723
2017-08-24,BEAUTY,477.17401123046875
2017-08-24,BEVERAGES,148399.578125
2017-08-24,BOOKS,1.6426841020584106
2017-08-24,BREAD/BAKERY,23922.69921875
2017-08-24,CELEBRATION,666.5242919921875
2017-08-24,CLEANING,56593.8671875
2017-08-24,DAIRY,35327.35546875
2017-08-24,DELI,12971.935546875
2017-08-24,EGGS,7706.22216796875
2017-08-24,FROZEN FOODS,5581.31396484375
2017-08-24,GROCERY I,194798.796875
2017-08-24,GROCERY II,1245.1043701171875
2017-08-24,HARDWARE,9.866819381713867
2017-08-24,HOME AND KITCHEN I,1544.5780029296875
2017-08-24,HOME AND KITCHEN II,1306.1802978515625
2017-08-24,HOME APPLIANCES,3.7585341930389404
2017-08-24,HOME CARE,12219.6474609375
2017-08-24,LADIESWEAR,537.1861572265625
2017-08-24,LAWN AND GARDEN,35726.828125
2017-08-24,LINGERIE,532.3623657226562
2017-08-24,"LIQUOR,WINE,BEER",4831.5029296875
2017-08-24,MAGAZINES,325.5495910644531
2017-08-24,MEATS,17571.908203125
2017-08-24,PERSONAL CARE,12815.60546875
2017-08-24,PET SUPPLIES,313.26263427734375
2017-08-24,PLAYERS AND ELECTRONICS,361.65716552734375
2017-08-24,POULTRY,14815.7919921875
2017-08-24,PREPARED FOODS,4125.17236328125
2017-08-24,PRODUCE,90084.96875
2017-08-24,SCHOOL AND OFFICE SUPPLIES,28338.642578125
2017-08-24,SEAFOOD,811.7905883789062
2017-08-25,AUTOMOTIVE,345.64910888671875
2017-08-25,BABY CARE,18.907981872558594
2017-08-25,BEAUTY,478.4122314453125
2017-08-25,BEVERAGES,178369.6875
2017-08-25,BOOKS,17.937694549560547
2017-08-25,BREAD/BAKERY,26465.279296875
2017-08-25,CELEBRATION,698.7326049804688
2017-08-25,CLEANING,60741.484375
2017-08-25,DAIRY,39796.109375
2017-08-25,DELI,18240.21484375
2017-08-25,EGGS,9146.455078125
2017-08-25,FROZEN FOODS,7778.06494140625
2017-08-25,GROCERY I,225586.40625
2017-08-25,GROCERY II,1570.4603271484375
2017-08-25,HARDWARE,24.619369506835938
2017-08-25,HOME AND KITCHEN I,1689.4432373046875
2017-08-25,HOME AND KITCHEN II,1454.2430419921875
2017-08-25,HOME APPLIANCES,18.696842193603516
2017-08-25,HOME CARE,13711.8427734375
2017-08-25,LADIESWEAR,524.2442016601562
2017-08-25,LAWN AND GARDEN,39557.55859375
2017-08-25,LINGERIE,518.15576171875
2017-08-25,"LIQUOR,WINE,BEER",7749.12890625
2017-08-25,MAGAZINES,345.4379577636719
2017-08-25,MEATS,27551.546875
2017-08-25,PERSONAL CARE,14831.8994140625
2017-08-25,PET SUPPLIES,343.0904235839844
2017-08-25,PLAYERS AND ELECTRONICS,443.9466857910156
2017-08-25,POULTRY,27065.201171875
2017-08-25,PREPARED FOODS,4790.115234375
2017-08-25,PRODUCE,106332.1875
2017-08-25,SCHOOL AND OFFICE SUPPLIES,32936.15625
2017-08-25,SEAFOOD,1168.7034912109375
2017-08-26,AUTOMOTIVE,413.13037109375
2017-08-26,BABY CARE,44.73660659790039
2017-08-26,BEAUTY,537.6765747070312
2017-08-26,BEVERAGES,215072.140625
2017-08-26,BOOKS,43.76632308959961
2017-08-26,BREAD/BAKERY,30377.455078125
2017-08-26,CELEBRATION,738.8944091796875
2017-08-26,CLEANING,79979.7890625
2017-08-26,DAIRY,46499.4140625
2017-08-26,DELI,18994.337890625
2017-08-26,EGGS,10521.2939453125
2017-08-26,FROZEN FOODS,9753.525390625
2017-08-26,GROCERY I,276960.15625
2017-08-26,GROCERY II,1747.85791015625
2017-08-26,HARDWARE,60.634727478027344
2017-08-26,HOME AND KITCHEN I,1800.4678955078125
2017-08-26,HOME AND KITCHEN II,1746.40185546875
2017-08-26,HOME APPLIANCES,44.52546691894531
2017-08-26,HOME CARE,17701.470703125
2017-08-26,LADIESWEAR,571.9786376953125
2017-08-26,LAWN AND GARDEN,43223.09765625
2017-08-26,LINGERIE,574.6815185546875
2017-08-26,"LIQUOR,WINE,BEER",10186.8984375
2017-08-26,MAGAZINES,413.3551025390625
2017-08-26,MEATS,20058.353515625
2017-08-26,PERSONAL CARE,18429.240234375
2017-08-26,PET SUPPLIES,422.760498046875
2017-08-26,PLAYERS AND ELECTRONICS,645.1410522460938
2017-08-26,POULTRY,21413.83984375
2017-08-26,PREPARED FOODS,5367.541015625
2017-08-26,PRODUCE,123484.6875
2017-08-26,SCHOOL AND OFFICE SUPPLIES,42684.8125
2017-08-26,SEAFOOD,1240.75537109375
2017-08-27,AUTOMOTIVE,436.19061279296875
2017-08-27,BABY CARE,31.448686599731445
2017-08-27,BEAUTY,518.04150390625
2017-08-27,BEVERAGES,233052.390625
2017-08-27,BOOKS,27.976730346679688
2017-08-27,BREAD/BAKERY,37200.046875
2017-08-27,CELEBRATION,604.5601196289062
2017-08-27,CLEANING,84279.296875
2017-08-27,DAIRY,53069.5703125
2017-08-27,DELI,20091.80078125
2017-08-27,EGGS,12491.1875
2017-08-27,FROZEN FOODS,6904.330078125
2017-08-27,GROCERY I,305563.1875
2017-08-27,GROCERY II,1832.8197021484375
2017-08-27,HARDWARE,55.471431732177734
2017-08-27,HOME AND KITCHEN I,1748.7620849609375
2017-08-27,HOME AND KITCHEN II,1681.7515869140625
2017-08-27,HOME APPLIANCES,27.76559066772461
2017-08-27,HOME CARE,20147.935546875
2017-08-27,LADIESWEAR,696.063232421875
2017-08-27,LAWN AND GARDEN,43708.65234375
2017-08-27,LINGERIE,551.5993041992188
2017-08-27,"LIQUOR,WINE,BEER",5422.22802734375
2017-08-27,MAGAZINES,432.79095458984375
2017-08-27,MEATS,20314.615234375
2017-08-27,PERSONAL CARE,21239.763671875
2017-08-27,PET SUPPLIES,434.84320068359375
2017-08-27,PLAYERS AND ELECTRONICS,628.4512939453125
2017-08-27,POULTRY,22952.2109375
2017-08-27,PREPARED FOODS,5522.65869140625
2017-08-27,PRODUCE,142307.015625
2017-08-27,SCHOOL AND OFFICE SUPPLIES,47167.78125
2017-08-27,SEAFOOD,1188.1583251953125
2017-08-28,AUTOMOTIVE,293.8312072753906
2017-08-28,BABY CARE,0.0
2017-08-28,BEAUTY,389.1762390136719
2017-08-28,BEVERAGES,171438.59375
2017-08-28,BOOKS,0.0
2017-08-28,BREAD/BAKERY,27374.505859375
2017-08-28,CELEBRATION,360.88751220703125
2017-08-28,CLEANING,59774.19140625
2017-08-28,DAIRY,41946.88671875
2017-08-28,DELI,15170.5234375
2017-08-28,EGGS,13386.044921875
2017-08-28,FROZEN FOODS,5176.4638671875
2017-08-28,GROCERY I,227597.578125
2017-08-28,GROCERY II,1342.1199951171875
2017-08-28,HARDWARE,0.0
2017-08-28,HOME AND KITCHEN I,1291.68603515625
2017-08-28,HOME AND KITCHEN II,1418.1798095703125
2017-08-28,HOME APPLIANCES,0.0
2017-08-28,HOME CARE,14724.576171875
2017-08-28,LADIESWEAR,396.2150573730469
2017-08-28,LAWN AND GARDEN,44001.31640625
2017-08-28,LINGERIE,481.1045227050781
2017-08-28,"LIQUOR,WINE,BEER",3731.68505859375
2017-08-28,MAGAZINES,308.6864318847656
2017-08-28,MEATS,16280.826171875
2017-08-28,PERSONAL CARE,15276.5
2017-08-28,PET SUPPLIES,306.3388977050781
2017-08-28,PLAYERS AND ELECTRONICS,347.56243896484375
2017-08-28,POULTRY,17036.75
2017-08-28,PREPARED FOODS,4486.16650390625
2017-08-28,PRODUCE,106942.578125
2017-08-28,SCHOOL AND OFFICE SUPPLIES,45143.69921875
2017-08-28,SEAFOOD,859.3041381835938
2017-08-29,AUTOMOTIVE,248.68096923828125
2017-08-29,BABY CARE,0.0
2017-08-29,BEAUTY,369.6401062011719
2017-08-29,BEVERAGES,151259.515625
2017-08-29,BOOKS,0.0
2017-08-29,BREAD/BAKERY,25659.216796875
2017-08-29,CELEBRATION,330.79205322265625
2017-08-29,CLEANING,55904.17578125
2017-08-29,DAIRY,39709.46875
2017-08-29,DELI,14663.9345703125
2017-08-29,EGGS,9613.5859375
2017-08-29,FROZEN FOODS,5115.34619140625
2017-08-29,GROCERY I,209831.953125
2017-08-29,GROCERY II,1267.2744140625
2017-08-29,HARDWARE,0.0
2017-08-29,HOME AND KITCHEN I,1284.1112060546875
2017-08-29,HOME AND KITCHEN II,1379.86474609375
2017-08-29,HOME APPLIANCES,0.0
2017-08-29,HOME CARE,14029.0458984375
2017-08-29,LADIESWEAR,400.5365905761719
2017-08-29,LAWN AND GARDEN,39924.44140625
2017-08-29,LINGERIE,469.8194885253906
2017-08-29,"LIQUOR,WINE,BEER",3725.810302734375
2017-08-29,MAGAZINES,292.3370666503906
2017-08-29,MEATS,15962.2705078125
2017-08-29,PERSONAL CARE,14974.6640625
2017-08-29,PET SUPPLIES,282.8889465332031
2017-08-29,PLAYERS AND ELECTRONICS,293.3519592285156
2017-08-29,POULTRY,16324.669921875
2017-08-29,PREPARED FOODS,4204.884765625
2017-08-29,PRODUCE,113852.5078125
2017-08-29,SCHOOL AND OFFICE SUPPLIES,45743.4921875
2017-08-29,SEAFOOD,777.1292114257812
2017-08-30,AUTOMOTIVE,285.8434143066406
2017-08-30,BABY CARE,33.75468063354492
2017-08-30,BEAUTY,411.5706481933594
2017-08-30,BEVERAGES,156047.0
2017-08-30,BOOKS,33.75468063354492
2017-08-30,BREAD/BAKERY,26560.1796875
2017-08-30,CELEBRATION,395.1840515136719
2017-08-30,CLEANING,59356.87890625
2017-08-30,DAIRY,46476.66796875
2017-08-30,DELI,14973.9619140625
2017-08-30,EGGS,8633.6005859375
2017-08-30,FROZEN FOODS,5472.0419921875
2017-08-30,GROCERY I,234659.859375
2017-08-30,GROCERY II,1355.9974365234375
2017-08-30,HARDWARE,33.543540954589844
2017-08-30,HOME AND KITCHEN I,1503.459228515625
2017-08-30,HOME AND KITCHEN II,1427.2431640625
2017-08-30,HOME APPLIANCES,33.543540954589844
2017-08-30,HOME CARE,14288.56640625
2017-08-30,LADIESWEAR,484.4988708496094
2017-08-30,LAWN AND GARDEN,33881.8359375
2017-08-30,LINGERIE,525.3867797851562
2017-08-30,"LIQUOR,WINE,BEER",4422.3857421875
2017-08-30,MAGAZINES,314.4476623535156
2017-08-30,MEATS,16425.173828125
2017-08-30,PERSONAL CARE,15991.037109375
2017-08-30,PET SUPPLIES,290.3851623535156
2017-08-30,PLAYERS AND ELECTRONICS,319.57568359375
2017-08-30,POULTRY,16549.23828125
2017-08-30,PREPARED FOODS,4358.82861328125
2017-08-30,PRODUCE,142465.625
2017-08-30,SCHOOL AND OFFICE SUPPLIES,43074.05078125
2017-08-30,SEAFOOD,846.9179077148438
2017-08-31,AUTOMOTIVE,262.18109130859375
2017-08-31,BABY CARE,26.59914207458496
2017-08-31,BEAUTY,448.3618469238281
2017-08-31,BEVERAGES,163495.109375
2017-08-31,BOOKS,26.59914207458496
2017-08-31,BREAD/BAKERY,25187.72265625
2017-08-31,CELEBRATION,564.2037353515625
2017-08-31,CLEANING,60143.41015625
2017-08-31,DAIRY,39812.21875
2017-08-31,DELI,15607.34375
2017-08-31,EGGS,8202.857421875
2017-08-31,FROZEN FOODS,5585.2470703125
2017-08-31,GROCERY I,246298.265625
2017-08-31,GROCERY II,1228.8505859375
2017-08-31,HARDWARE,28.75769805908203
2017-08-31,HOME AND KITCHEN I,1522.7666015625
2017-08-31,HOME AND KITCHEN II,1400.4580078125
2017-08-31,HOME APPLIANCES,26.388002395629883
2017-08-31,HOME CARE,14433.2275390625
2017-08-31,LADIESWEAR,483.41717529296875
2017-08-31,LAWN AND GARDEN,30394.171875
2017-08-31,LINGERIE,566.41748046875
2017-08-31,"LIQUOR,WINE,BEER",4652.8740234375
2017-08-31,MAGAZINES,335.51873779296875
2017-08-31,MEATS,18838.359375
2017-08-31,PERSONAL CARE,16668.3515625
2017-08-31,PET SUPPLIES,259.62237548828125
2017-08-31,PLAYERS AND ELECTRONICS,340.4945983886719
2017-08-31,POULTRY,16339.8515625
2017-08-31,PREPARED FOODS,4050.375
2017-08-31,PRODUCE,92691.265625
2017-08-31,SCHOOL AND OFFICE SUPPLIES,41192.5390625
2017-08-31,SEAFOOD,848.933837890625
